time, ticks/second, set point
right motor

96286720.00, -2247.75, -300.00
96294720.00, -2247.75, -300.00
96302752.00, -2490.04, -300.00
96310768.00, -2247.75, -300.00
96318776.00, -2371.44, -300.00
96326784.00, -2248.88, -300.00
96334784.00, -2372.63, -300.00
96342800.00, -2247.75, -300.00
96350800.00, -2372.63, -300.00
96358816.00, -2497.50, -300.00
96366816.00, -2373.81, -300.00
96374832.00, -2496.26, -300.00
96382832.00, -2372.63, -300.00
96390848.00, -2496.26, -300.00
96398848.00, -2373.81, -300.00
96406864.00, -2372.63, -300.00
96414864.00, -2497.50, -300.00
96422896.00, -2492.52, -300.00
96430896.00, -2372.63, -300.00
96438912.00, -2497.50, -300.00
96446920.00, -2496.26, -300.00
96454944.00, -2617.15, -300.00
96462944.00, -2498.75, -300.00
96470960.00, -2372.63, -300.00
96478960.00, -2497.50, -300.00
96486976.00, -2372.63, -300.00
96494976.00, -2497.50, -300.00
96502992.00, -2372.63, -300.00
96510992.00, -2373.81, -300.00
96518992.00, -2373.81, -300.00
96527000.00, -2373.81, -300.00
96535008.00, -2373.81, -300.00
96543008.00, -2372.63, -300.00
96551024.00, -2497.50, -300.00
96559024.00, -2498.75, -300.00
96567032.00, -2497.50, -300.00
96575040.00, -2622.38, -300.00
96583040.00, -2623.69, -300.00
96591048.00, -2498.75, -300.00
96599056.00, -2498.75, -300.00
96607056.00, -2498.75, -300.00
96615056.00, -2373.81, -300.00
96623064.00, -2498.75, -300.00
96631072.00, -2622.38, -300.00
96639080.00, -2497.50, -300.00
96647088.00, -2622.38, -300.00
96655096.00, -2497.50, -300.00
96663104.00, -2497.50, -300.00
96671104.00, -2498.75, -300.00
96679120.00, -2621.07, -300.00
96687136.00, -2496.26, -300.00
96695136.00, -2622.38, -300.00
96703152.00, -2497.50, -300.00
96711152.00, -2623.69, -300.00
96719160.00, -2497.50, -300.00
96727168.00, -2622.38, -300.00
96735176.00, -2622.38, -300.00
96743184.00, -2622.38, -300.00
96751192.00, -2622.38, -300.00
96759200.00, -2623.69, -300.00
96767208.00, -2621.07, -300.00
96775216.00, -2623.69, -300.00
96783224.00, -2621.07, -300.00
96791232.00, -2621.07, -300.00
96799248.00, -2496.26, -300.00
96807256.00, -2622.38, -300.00
96815264.00, -2497.50, -300.00
96823264.00, -2498.75, -300.00
96831272.00, -2498.75, -300.00
96839280.00, -2496.26, -300.00
96847296.00, -2497.50, -300.00
96855296.00, -2497.50, -300.00
96863312.00, -2496.26, -300.00
96871328.00, -2619.76, -300.00
96879352.00, -2617.15, -300.00
96887360.00, -2623.69, -300.00
96895360.00, -2622.38, -300.00
96903368.00, -2623.69, -300.00
96911376.00, -2622.38, -300.00
96919384.00, -2497.50, -300.00
96927392.00, -2496.26, -300.00
96935408.00, -2622.38, -300.00
96943408.00, -2622.38, -300.00
96951416.00, -2623.69, -300.00
96959424.00, -2623.69, -300.00
96967432.00, -2621.07, -300.00
96975440.00, -2498.75, -300.00
96983440.00, -2622.38, -300.00
96991456.00, -2622.38, -300.00
96999456.00, -2622.38, -300.00
97007472.00, -2622.38, -300.00
97015472.00, -2622.38, -300.00
97023480.00, -2623.69, -300.00
97031488.00, -2623.69, -300.00
97039488.00, -2622.38, -300.00
97047504.00, -2621.07, -300.00
97055512.00, -2747.25, -300.00
97063520.00, -2622.38, -300.00
97071528.00, -2622.38, -300.00
97079552.00, -2743.14, -300.00
97087552.00, -2622.38, -300.00
97095568.00, -2622.38, -300.00
97103568.00, -2622.38, -300.00
97111584.00, -2622.38, -300.00
97119584.00, -2497.50, -300.00
97127600.00, -2497.50, -300.00
97135600.00, -2498.75, -300.00
97143616.00, -2618.45, -300.00
97151632.00, -2497.50, -300.00
97159632.00, -2497.50, -300.00
97167648.00, -2496.26, -300.00
97175648.00, -2623.69, -300.00
97183664.00, -2622.38, -300.00
97191664.00, -2623.69, -300.00
97199672.00, -2747.25, -300.00
97207680.00, -2621.07, -300.00
97215696.00, -2747.25, -300.00
97223696.00, -2622.38, -300.00
97231712.00, -2496.26, -300.00
97239720.00, -2622.38, -300.00
97247728.00, -2623.69, -300.00
97255728.00, -2623.69, -300.00
97263728.00, -2748.63, -300.00
97271744.00, -2622.38, -300.00
97279744.00, -2497.50, -300.00
97287760.00, -2622.38, -300.00
97295760.00, -2748.63, -300.00
97303768.00, -2622.38, -300.00
97311776.00, -2745.88, -300.00
97319792.00, -2622.38, -300.00
97327792.00, -2622.38, -300.00
97335800.00, -2623.69, -300.00
97343808.00, -2622.38, -300.00
97351824.00, -2745.88, -300.00
97359824.00, -2623.69, -300.00
97367824.00, -2748.63, -300.00
97375832.00, -2623.69, -300.00
97383840.00, -2747.25, -300.00
97391840.00, -2623.69, -300.00
97399856.00, -2747.25, -300.00
97407856.00, -2622.38, -300.00
97415872.00, -2619.76, -300.00
97423888.00, -2496.26, -300.00
97431896.00, -2622.38, -300.00
97439904.00, -2497.50, -300.00
97447912.00, -2497.50, -300.00
97455920.00, -2621.07, -300.00
97463936.00, -2497.50, -300.00
97471960.00, -2615.84, -300.00
97479968.00, -2497.50, -300.00
97487984.00, -2745.88, -300.00
97495984.00, -2623.69, -300.00
97503984.00, -2748.63, -300.00
97511992.00, -2623.69, -300.00
97520000.00, -2747.25, -300.00
97528000.00, -2623.69, -300.00
97536016.00, -2621.07, -300.00
97544032.00, -2618.45, -300.00
97552048.00, -2497.50, -300.00
97560048.00, -2747.25, -300.00
97568064.00, -2622.38, -300.00
97576064.00, -2623.69, -300.00
97584080.00, -2621.07, -300.00
97592088.00, -2621.07, -300.00
97600096.00, -2745.88, -300.00
97608112.00, -2621.07, -300.00
97616128.00, -2745.88, -300.00
97624136.00, -2621.07, -300.00
97632144.00, -2622.38, -300.00
97640152.00, -2747.25, -300.00
97648160.00, -2622.38, -300.00
97656176.00, -2745.88, -300.00
97664184.00, -2621.07, -300.00
97672192.00, -2748.63, -300.00
97680192.00, -2747.25, -300.00
97688208.00, -2622.38, -300.00
97696208.00, -2748.63, -300.00
97704208.00, -2748.63, -300.00
97712224.00, -2621.07, -300.00
97720232.00, -2622.38, -300.00
97728240.00, -2622.38, -300.00
97736248.00, -2622.38, -300.00
97744256.00, -2497.50, -300.00
97752256.00, -2498.75, -300.00
97760272.00, -2621.07, -300.00
97768288.00, -2621.07, -300.00
97776288.00, -2497.50, -300.00
97784296.00, -2623.69, -300.00
97792304.00, -2745.88, -300.00
97800320.00, -2621.07, -300.00
97808328.00, -2747.25, -300.00
97816336.00, -2747.25, -300.00
97824344.00, -2747.25, -300.00
97832352.00, -2623.69, -300.00
97840352.00, -2622.38, -300.00
97848360.00, -2623.69, -300.00
97856368.00, -2622.38, -300.00
97864376.00, -2622.38, -300.00
97872384.00, -2748.63, -300.00
97880392.00, -2621.07, -300.00
97888400.00, -2622.38, -300.00
97896416.00, -2621.07, -300.00
97904416.00, -2747.25, -300.00
97912424.00, -2623.69, -300.00
97920432.00, -2622.38, -300.00
97928432.00, -2748.63, -300.00
97936448.00, -2621.07, -300.00
97944456.00, -2747.25, -300.00
97952464.00, -2623.69, -300.00
97960464.00, -2748.63, -300.00
97968480.00, -2621.07, -300.00
98972848.00, -2653.40, 300.00
98980848.00, -2498.75, 300.00
98988864.00, -2497.50, 300.00
98996864.00, -2373.81, 300.00
99004872.00, -999.00, 300.00
99012880.00, 124.94, 300.00
99020880.00, 999.50, 300.00
99028888.00, 1373.63, 300.00
99036896.00, 1373.63, 300.00
99044904.00, 1373.63, 300.00
99052912.00, 1248.75, 300.00
99060920.00, 1248.75, 300.00
99068936.00, 998.00, 300.00
99076944.00, 1123.32, 300.00
99084976.00, 1246.26, 300.00
99092984.00, 1248.13, 300.00
99100992.00, 1497.75, 300.00
99109000.00, 1499.25, 300.00
99117008.00, 1499.25, 300.00
99125008.00, 1624.19, 300.00
99133008.00, 1624.19, 300.00
99141016.00, 1624.19, 300.00
99149024.00, 1624.19, 300.00
99157032.00, 1747.38, 300.00
99165040.00, 1748.25, 300.00
99173040.00, 1749.13, 300.00
99181056.00, 1748.25, 300.00
99189056.00, 1873.13, 300.00
99197064.00, 1874.06, 300.00
99205072.00, 1873.13, 300.00
99213080.00, 1873.13, 300.00
99221088.00, 1998.00, 300.00
99229096.00, 1873.13, 300.00
99237104.00, 1998.00, 300.00
99245112.00, 1998.00, 300.00
99253136.00, 2117.59, 300.00
99261144.00, 1999.00, 300.00
99269152.00, 1997.00, 300.00
99277168.00, 2122.88, 300.00
99285168.00, 2122.88, 300.00
99293184.00, 2122.88, 300.00
99301184.00, 2122.88, 300.00
99309200.00, 2122.88, 300.00
99317200.00, 2122.88, 300.00
99325216.00, 2121.82, 300.00
99333224.00, 2122.88, 300.00
99341232.00, 2122.88, 300.00
99349240.00, 2122.88, 300.00
99357248.00, 2122.88, 300.00
99365256.00, 2122.88, 300.00
99373264.00, 2248.88, 300.00
99381280.00, 2244.39, 300.00
99389288.00, 2122.88, 300.00
99397296.00, 2248.88, 300.00
99405296.00, 2247.75, 300.00
99413312.00, 2247.75, 300.00
99421312.00, 2247.75, 300.00
99429344.00, 2366.72, 300.00
99437352.00, 2247.75, 300.00
99445360.00, 2247.75, 300.00
99453368.00, 2247.75, 300.00
99461376.00, 2247.75, 300.00
99469376.00, 2248.88, 300.00
99477384.00, 2248.88, 300.00
99485392.00, 2247.75, 300.00
99493400.00, 2372.63, 300.00
99501408.00, 2246.63, 300.00
99509424.00, 2247.75, 300.00
99517424.00, 2248.88, 300.00
99525440.00, 2371.44, 300.00
99533440.00, 2247.75, 300.00
99541456.00, 2371.44, 300.00
99549456.00, 2373.81, 300.00
99557472.00, 2372.63, 300.00
99565472.00, 2372.63, 300.00
99573488.00, 2497.50, 300.00
99581496.00, 2371.44, 300.00
99589512.00, 2495.01, 300.00
99597520.00, 2371.44, 300.00
99605536.00, 2496.26, 300.00
99613544.00, 2497.50, 300.00
99621568.00, 2491.28, 300.00
99629584.00, 2372.63, 300.00
99637584.00, 2497.50, 300.00
99645592.00, 2498.75, 300.00
99653600.00, 2497.50, 300.00
99661616.00, 2371.44, 300.00
99669616.00, 2497.50, 300.00
99677624.00, 2498.75, 300.00
99685632.00, 2372.63, 300.00
99693640.00, 2372.63, 300.00
99701648.00, 2498.75, 300.00
99709648.00, 2372.63, 300.00
99717664.00, 2496.26, 300.00
99725664.00, 2373.81, 300.00
99733672.00, 2498.75, 300.00
99741680.00, 2497.50, 300.00
99749704.00, 2492.52, 300.00
99757712.00, 2498.75, 300.00
99765712.00, 2497.50, 300.00
99773728.00, 2496.26, 300.00
99781728.00, 2373.81, 300.00
99789736.00, 2498.75, 300.00
99797744.00, 2373.81, 300.00
99805744.00, 2498.75, 300.00
99813752.00, 2372.63, 300.00
99821760.00, 2498.75, 300.00
99829768.00, 2496.26, 300.00
99837776.00, 2373.81, 300.00
99845776.00, 2498.75, 300.00
99853776.00, 2373.81, 300.00
99861792.00, 2496.26, 300.00
99869800.00, 2497.50, 300.00
99877808.00, 2496.26, 300.00
99885824.00, 2497.50, 300.00
99893824.00, 2622.38, 300.00
99901840.00, 2497.50, 300.00
99909840.00, 2623.69, 300.00
99917848.00, 2497.50, 300.00
99925856.00, 2622.38, 300.00
99933856.00, 2623.69, 300.00
99941888.00, 2615.84, 300.00
99949904.00, 2496.26, 300.00
99957904.00, 2622.38, 300.00
99965920.00, 2622.38, 300.00
99973944.00, 2615.84, 300.00
99981952.00, 2498.75, 300.00
99989968.00, 2619.76, 300.00
99997968.00, 2497.50, 300.00
100005984.00, 2497.50, 300.00
100013984.00, 2498.75, 300.00
100021992.00, 2497.50, 300.00
100030000.00, 2622.38, 300.00
100038008.00, 2497.50, 300.00
100046016.00, 2497.50, 300.00
100054032.00, 2496.26, 300.00
100062032.00, 2622.38, 300.00
100070048.00, 2496.26, 300.00
100078064.00, 2621.07, 300.00
100086064.00, 2498.75, 300.00
100094064.00, 2498.75, 300.00
100102080.00, 2497.50, 300.00
100110104.00, 2491.28, 300.00
100118112.00, 2497.50, 300.00
100126120.00, 2497.50, 300.00
100134128.00, 2497.50, 300.00
100142128.00, 2498.75, 300.00
100150144.00, 2496.26, 300.00
100158152.00, 2497.50, 300.00
100166160.00, 2373.81, 300.00
100174160.00, 2498.75, 300.00
100182160.00, 2498.75, 300.00
100190176.00, 2621.07, 300.00
100198192.00, 2496.26, 300.00
100206192.00, 2622.38, 300.00
100214208.00, 2497.50, 300.00
100222208.00, 2622.38, 300.00
100230224.00, 2622.38, 300.00
100238224.00, 2622.38, 300.00
100246240.00, 2622.38, 300.00
100254256.00, 2617.15, 300.00
100262272.00, 2497.50, 300.00
100270272.00, 2622.38, 300.00
100278288.00, 2622.38, 300.00
100286296.00, 2621.07, 300.00
100294304.00, 2623.69, 300.00
100302320.00, 2618.45, 300.00
100310320.00, 2498.75, 300.00
100318328.00, 2623.69, 300.00
100326336.00, 2497.50, 300.00
100334336.00, 2498.75, 300.00
100342368.00, 2490.04, 300.00
100350384.00, 2622.38, 300.00
100358384.00, 2497.50, 300.00
100366392.00, 2498.75, 300.00
100374400.00, 2622.38, 300.00
100382408.00, 2622.38, 300.00
100390416.00, 2497.50, 300.00
100398416.00, 2623.69, 300.00
100406432.00, 2622.38, 300.00
100414432.00, 2497.50, 300.00
100422448.00, 2621.07, 300.00
100430456.00, 2497.50, 300.00
100438464.00, 2497.50, 300.00
100446496.00, 2615.84, 300.00
100454496.00, 2497.50, 300.00
100462504.00, 2498.75, 300.00
100470512.00, 2497.50, 300.00
100478528.00, 2496.26, 300.00
100486528.00, 2497.50, 300.00
100494544.00, 2497.50, 300.00
100502544.00, 2622.38, 300.00
100510560.00, 2622.38, 300.00
100518576.00, 2617.15, 300.00
100526584.00, 2498.75, 300.00
100534592.00, 2622.38, 300.00
100542608.00, 2621.07, 300.00
100550608.00, 2622.38, 300.00
100558624.00, 2621.07, 300.00
100566632.00, 2622.38, 300.00
100574640.00, 2621.07, 300.00
100582648.00, 2623.69, 300.00
100590656.00, 2621.07, 300.00
100598672.00, 2622.38, 300.00
100606672.00, 2622.38, 300.00
100614688.00, 2621.07, 300.00
100622696.00, 2497.50, 300.00
100630704.00, 2621.07, 300.00
100638712.00, 2498.75, 300.00
100646720.00, 2497.50, 300.00
100654728.00, 2622.38, 300.00
100662736.00, 2497.50, 300.00
100670744.00, 2497.50, 300.00
100678752.00, 2498.75, 300.00
100686760.00, 2621.07, 300.00
100694768.00, 2622.38, 300.00
100702776.00, 2497.50, 300.00
100710784.00, 2621.07, 300.00
100718800.00, 2622.38, 300.00
100726800.00, 2497.50, 300.00
100734816.00, 2497.50, 300.00
100742816.00, 2622.38, 300.00
100750832.00, 2497.50, 300.00
100758840.00, 2496.26, 300.00
100766848.00, 2496.26, 300.00
100774856.00, 2498.75, 300.00
100782864.00, 2497.50, 300.00
100790880.00, 2496.26, 300.00
100798888.00, 2496.26, 300.00
100806904.00, 2619.76, 300.00
100814912.00, 2496.26, 300.00
100822920.00, 2623.69, 300.00
100830928.00, 2622.38, 300.00
100838928.00, 2623.69, 300.00
100846944.00, 2622.38, 300.00
100854944.00, 2623.69, 300.00
100862952.00, 2622.38, 300.00
100870960.00, 2623.69, 300.00
100878960.00, 2623.69, 300.00
100886968.00, 2622.38, 300.00
100894976.00, 2623.69, 300.00
100902976.00, 2623.69, 300.00
100910992.00, 2621.07, 300.00
100918992.00, 2622.38, 300.00
100927000.00, 2623.69, 300.00
100935008.00, 2623.69, 300.00
100943016.00, 2621.07, 300.00
100951024.00, 2497.50, 300.00
100959032.00, 2622.38, 300.00
100967040.00, 2496.26, 300.00
100975056.00, 2621.07, 300.00
100983072.00, 2496.26, 300.00
100991072.00, 2623.69, 300.00
100999072.00, 2498.75, 300.00
101007080.00, 2623.69, 300.00
101015088.00, 2622.38, 300.00
101023096.00, 2622.38, 300.00
101031104.00, 2622.38, 300.00
101039120.00, 2496.26, 300.00
101047144.00, 2615.84, 300.00
101055152.00, 2496.26, 300.00
101063168.00, 2497.50, 300.00
101071168.00, 2498.75, 300.00
101079184.00, 2496.26, 300.00
101087216.00, 2614.54, 300.00
101095224.00, 2496.26, 300.00
101103232.00, 2497.50, 300.00
101111240.00, 2497.50, 300.00
101119248.00, 2497.50, 300.00
101127256.00, 2622.38, 300.00
101135264.00, 2622.38, 300.00
101143280.00, 2496.26, 300.00
101151288.00, 2621.07, 300.00
101159320.00, 2739.04, 300.00
101167344.00, 2492.52, 300.00
101175352.00, 2747.25, 300.00
101183360.00, 2621.07, 300.00
101191376.00, 2622.38, 300.00
101199376.00, 2622.38, 300.00
101207392.00, 2622.38, 300.00
101215392.00, 2622.38, 300.00
101223400.00, 2623.69, 300.00
101231408.00, 2621.07, 300.00
101239424.00, 2622.38, 300.00
101247424.00, 2623.69, 300.00
101255432.00, 2497.50, 300.00
101263456.00, 2615.84, 300.00
101271472.00, 2497.50, 300.00
101279472.00, 2622.38, 300.00
101287488.00, 2496.26, 300.00
101295504.00, 2621.07, 300.00
101303504.00, 2497.50, 300.00
101311520.00, 2622.38, 300.00
101319520.00, 2498.75, 300.00
101327536.00, 2621.07, 300.00
101335536.00, 2623.69, 300.00
101343536.00, 2623.69, 300.00
101351552.00, 2621.07, 300.00
101359568.00, 2496.26, 300.00
101367592.00, 2615.84, 300.00
101375600.00, 2497.50, 300.00
101383608.00, 2497.50, 300.00
101391616.00, 2497.50, 300.00
101399616.00, 2623.69, 300.00
101407632.00, 2497.50, 300.00
101415632.00, 2498.75, 300.00
101423648.00, 2496.26, 300.00
101431648.00, 2622.38, 300.00
101439664.00, 2622.38, 300.00
101447664.00, 2497.50, 300.00
101455672.00, 2623.69, 300.00
101463680.00, 2622.38, 300.00
101471688.00, 2622.38, 300.00
101479696.00, 2747.25, 300.00
101487704.00, 2622.38, 300.00
101495712.00, 2621.07, 300.00
101503728.00, 2622.38, 300.00
101511728.00, 2623.69, 300.00
101519744.00, 2745.88, 300.00
101527744.00, 2622.38, 300.00
101535760.00, 2621.07, 300.00
101543768.00, 2622.38, 300.00
101551776.00, 2623.69, 300.00
101559776.00, 2497.50, 300.00
101567792.00, 2622.38, 300.00
101575792.00, 2497.50, 300.00
101583808.00, 2622.38, 300.00
101591808.00, 2498.75, 300.00
101599824.00, 2621.07, 300.00
101607824.00, 2497.50, 300.00
101615848.00, 2618.45, 300.00
101623856.00, 2497.50, 300.00
101631864.00, 2622.38, 300.00
101639872.00, 2622.38, 300.00
101647880.00, 2622.38, 300.00
101655888.00, 2498.75, 300.00
101663912.00, 2615.84, 300.00
101671920.00, 2496.26, 300.00
101679936.00, 2497.50, 300.00
101687936.00, 2622.38, 300.00
101695944.00, 2498.75, 300.00
101703952.00, 2497.50, 300.00
101711960.00, 2497.50, 300.00
101719968.00, 2497.50, 300.00
101727976.00, 2497.50, 300.00
101735984.00, 2497.50, 300.00
101743984.00, 2623.69, 300.00
101752000.00, 2621.07, 300.00
101760016.00, 2621.07, 300.00
101768016.00, 2623.69, 300.00
101776032.00, 2621.07, 300.00
101784032.00, 2623.69, 300.00
101792032.00, 2623.69, 300.00
101800048.00, 2622.38, 300.00
101808056.00, 2745.88, 300.00
101816064.00, 2622.38, 300.00
101824072.00, 2622.38, 300.00
101832080.00, 2622.38, 300.00
101840088.00, 2622.38, 300.00
101848096.00, 2622.38, 300.00
101856112.00, 2621.07, 300.00
101864112.00, 2623.69, 300.00
101872112.00, 2623.69, 300.00
101880128.00, 2621.07, 300.00
101888136.00, 2497.50, 300.00
101896144.00, 2623.69, 300.00
101904144.00, 2622.38, 300.00
101912160.00, 2497.50, 300.00
101920160.00, 2622.38, 300.00
101928176.00, 2496.26, 300.00
101936192.00, 2621.07, 300.00
101944192.00, 2623.69, 300.00
101952200.00, 2622.38, 300.00
101960208.00, 2622.38, 300.00
101968224.00, 2621.07, 300.00
101976224.00, 2497.50, 300.00
101984240.00, 2622.38, 300.00
101992240.00, 2498.75, 300.00
102000256.00, 2496.26, 300.00
102008288.00, 2614.54, 300.00
102016296.00, 2496.26, 300.00
102024304.00, 2498.75, 300.00
102032312.00, 2496.26, 300.00
102040320.00, 2497.50, 300.00
102048336.00, 2621.07, 300.00
102056336.00, 2498.75, 300.00
102064336.00, 2623.69, 300.00
102072352.00, 2621.07, 300.00
102080360.00, 2622.38, 300.00
102088368.00, 2622.38, 300.00
102096384.00, 2621.07, 300.00
102104392.00, 2745.88, 300.00
102112400.00, 2622.38, 300.00
102120416.00, 2621.07, 300.00
102128416.00, 2623.69, 300.00
102136416.00, 2623.69, 300.00
102144448.00, 2740.41, 300.00
102152480.00, 2615.84, 300.00
102160512.00, 2614.54, 300.00
102168512.00, 2497.50, 300.00
102176528.00, 2622.38, 300.00
102184528.00, 2622.38, 300.00
102192536.00, 2498.75, 300.00
102200544.00, 2622.38, 300.00
102208560.00, 2496.26, 300.00
102216560.00, 2623.69, 300.00
102224576.00, 2496.26, 300.00
102232576.00, 2622.38, 300.00
102240592.00, 2619.76, 300.00
102248608.00, 2497.50, 300.00
102256608.00, 2622.38, 300.00
102264624.00, 2622.38, 300.00
102272624.00, 2622.38, 300.00
102280640.00, 2621.07, 300.00
102288648.00, 2497.50, 300.00
102296656.00, 2497.50, 300.00
102304664.00, 2622.38, 300.00
102312672.00, 2497.50, 300.00
102320672.00, 2498.75, 300.00
102328704.00, 2617.15, 300.00
102336704.00, 2498.75, 300.00
102344720.00, 2495.01, 300.00
102352736.00, 2621.07, 300.00
102360736.00, 2497.50, 300.00
102368744.00, 2623.69, 300.00
102376752.00, 2621.07, 300.00
102384768.00, 2622.38, 300.00
102392768.00, 2622.38, 300.00
102400784.00, 2745.88, 300.00
102408792.00, 2622.38, 300.00
102416800.00, 2622.38, 300.00
102424800.00, 2623.69, 300.00
102432816.00, 2747.25, 300.00
102440816.00, 2622.38, 300.00
102448832.00, 2622.38, 300.00
102456832.00, 2623.69, 300.00
102464840.00, 2622.38, 300.00
102472848.00, 2622.38, 300.00
102480864.00, 2621.07, 300.00
102488872.00, 2621.07, 300.00
102496896.00, 2615.84, 300.00
102504912.00, 2497.50, 300.00
102512912.00, 2623.69, 300.00
102520920.00, 2497.50, 300.00
102528928.00, 2622.38, 300.00
102536936.00, 2497.50, 300.00
102544944.00, 2622.38, 300.00
102552952.00, 2497.50, 300.00
102560960.00, 2622.38, 300.00
102568976.00, 2621.07, 300.00
102576976.00, 2622.38, 300.00
102584992.00, 2497.50, 300.00
102592992.00, 2622.38, 300.00
102601008.00, 2497.50, 300.00
102609008.00, 2622.38, 300.00
102617024.00, 2496.26, 300.00
102625040.00, 2496.26, 300.00
102633040.00, 2498.75, 300.00
102641048.00, 2497.50, 300.00
102649056.00, 2497.50, 300.00
102657064.00, 2622.38, 300.00
102665072.00, 2496.26, 300.00
102673088.00, 2619.76, 300.00
102681104.00, 2622.38, 300.00
102689120.00, 2617.15, 300.00
102697136.00, 2622.38, 300.00
102705136.00, 2622.38, 300.00
102713152.00, 2622.38, 300.00
102721160.00, 2621.07, 300.00
102729168.00, 2621.07, 300.00
102737184.00, 2622.38, 300.00
102745192.00, 2621.07, 300.00
102753200.00, 2622.38, 300.00
102761200.00, 2748.63, 300.00
102769216.00, 2621.07, 300.00
102777224.00, 2622.38, 300.00
102785232.00, 2623.69, 300.00
102793240.00, 2621.07, 300.00
102801248.00, 2497.50, 300.00
102809248.00, 2623.69, 300.00
102817264.00, 2622.38, 300.00
102825264.00, 2497.50, 300.00
102833272.00, 2623.69, 300.00
102841280.00, 2622.38, 300.00
102849280.00, 2498.75, 300.00
102857296.00, 2622.38, 300.00
102865296.00, 2622.38, 300.00
102873312.00, 2621.07, 300.00
102881312.00, 2623.69, 300.00
102889328.00, 2621.07, 300.00
102897336.00, 2497.50, 300.00
102905344.00, 2621.07, 300.00
102913360.00, 2496.26, 300.00
102921368.00, 2622.38, 300.00
102929376.00, 2496.26, 300.00
102937408.00, 2617.15, 300.00
102945416.00, 2496.26, 300.00
102953424.00, 2496.26, 300.00
102961440.00, 2497.50, 300.00
102969440.00, 2622.38, 300.00
102977456.00, 2496.26, 300.00
102985464.00, 2622.38, 300.00
102993472.00, 2622.38, 300.00
103001504.00, 2614.54, 300.00
103009520.00, 2621.07, 300.00
103017528.00, 2621.07, 300.00
103025536.00, 2621.07, 300.00
103033552.00, 2622.38, 300.00
103041552.00, 2622.38, 300.00
103049568.00, 2622.38, 300.00
103057568.00, 2622.38, 300.00
103065584.00, 2747.25, 300.00
103073592.00, 2621.07, 300.00
103081600.00, 2621.07, 300.00
103089616.00, 2622.38, 300.00
103097624.00, 2621.07, 300.00
103105632.00, 2497.50, 300.00
103113632.00, 2623.69, 300.00
103121648.00, 2496.26, 300.00
103129656.00, 2622.38, 300.00
103137664.00, 2496.26, 300.00
103145680.00, 2622.38, 300.00
103153688.00, 2496.26, 300.00
103161696.00, 2621.07, 300.00
103169704.00, 2498.75, 300.00
103177712.00, 2621.07, 300.00
103185728.00, 2621.07, 300.00
103193736.00, 2622.38, 300.00
103201744.00, 2497.50, 300.00
103209744.00, 2623.69, 300.00
103217760.00, 2496.26, 300.00
103225760.00, 2498.75, 300.00
103233768.00, 2623.69, 300.00
103241776.00, 2497.50, 300.00
103249784.00, 2497.50, 300.00
103257792.00, 2496.26, 300.00
103265808.00, 2622.38, 300.00
103273808.00, 2497.50, 300.00
103281824.00, 2497.50, 300.00
103289848.00, 2615.84, 300.00
103297872.00, 2615.84, 300.00
103305888.00, 2497.50, 300.00
103313896.00, 2621.07, 300.00
103321904.00, 2747.25, 300.00
103329912.00, 2622.38, 300.00
103337920.00, 2622.38, 300.00
104341648.00, 2586.35, 0.00
104349664.00, 2622.38, 0.00
104357664.00, 2497.50, 0.00
104365680.00, 2622.38, 0.00
104373680.00, 2498.75, 0.00
104381696.00, 2371.44, 0.00
104389696.00, 2497.50, 0.00
104397704.00, 2248.88, 0.00
104405712.00, 2247.75, 0.00
104413720.00, 2247.75, 0.00
104421728.00, 2246.63, 0.00
104429744.00, 2121.82, 0.00
104437752.00, 2122.88, 0.00
104445760.00, 1999.00, 0.00
104453776.00, 1996.01, 0.00
104461776.00, 1873.13, 0.00
104469784.00, 1874.06, 0.00
104477792.00, 1873.13, 0.00
104485808.00, 1872.19, 0.00
104493808.00, 1748.25, 0.00
104501824.00, 1623.38, 0.00
104509824.00, 1623.38, 0.00
104517840.00, 1623.38, 0.00
104525840.00, 1498.50, 0.00
104533856.00, 1498.50, 0.00
104541864.00, 1497.75, 0.00
104549872.00, 1499.25, 0.00
104557880.00, 1372.94, 0.00
104565888.00, 1249.38, 0.00
104573888.00, 1373.63, 0.00
104581904.00, 1123.32, 0.00
104589920.00, 1248.13, 0.00
104597928.00, 1123.32, 0.00
104605936.00, 1123.88, 0.00
104613944.00, 999.00, 0.00
104621952.00, 1124.44, 0.00
104629952.00, 874.13, 0.00
104637960.00, 999.50, 0.00
104645968.00, 874.13, 0.00
104653976.00, 874.13, 0.00
104661984.00, 874.13, 0.00
104669984.00, 749.63, 0.00
104677992.00, 749.63, 0.00
104686000.00, 749.63, 0.00
104694000.00, 624.38, 0.00
104702016.00, 624.06, 0.00
104710024.00, 624.38, 0.00
104718032.00, 499.25, 0.00
104726048.00, 499.25, 0.00
104734064.00, 499.25, 0.00
104742072.00, 499.25, 0.00
104750088.00, 374.25, 0.00
104758096.00, 374.81, 0.00
104766096.00, 249.88, 0.00
104774104.00, 249.75, 0.00
104782112.00, 249.75, 0.00
104790112.00, 249.88, 0.00
104798128.00, 124.81, 0.00
104806136.00, 124.88, 0.00
104814144.00, 124.88, 0.00
104822144.00, 0.00, 0.00
104830152.00, 0.00, 0.00
104838160.00, 0.00, 0.00
104846176.00, 0.00, 0.00
104854176.00, 0.00, 0.00
104862192.00, 0.00, 0.00
104870200.00, -124.81, 0.00
