time, ticks/second, set point
right motor

104878208.00, 0.00, 0.00
104886208.00, -124.88, 0.00
104894224.00, 0.00, 0.00
104902224.00, 0.00, 0.00
104910232.00, -124.94, 0.00
104918240.00, 0.00, 0.00
104926248.00, 0.00, 0.00
104934256.00, 0.00, 0.00
104942272.00, -124.81, 0.00
104950272.00, 0.00, 0.00
104958288.00, 0.00, 0.00
104966288.00, 0.00, 0.00
104974296.00, 0.00, 0.00
104982304.00, 0.00, 0.00
104990304.00, 0.00, 0.00
104998312.00, 0.00, 0.00
105006320.00, 0.00, 0.00
105014320.00, 0.00, 0.00
105022328.00, 0.00, 0.00
105030336.00, 0.00, 0.00
105038344.00, 0.00, 0.00
105046352.00, 0.00, 0.00
105054352.00, 0.00, 0.00
105062368.00, 0.00, 0.00
105070368.00, 0.00, 0.00
105078376.00, 0.00, 0.00
105086384.00, 0.00, 0.00
