time (us), tick speed, set point
14451944.00, 3994.01, 500.00
14459948.00, 4122.94, 500.00
14467972.00, 4237.29, 500.00
14475976.00, 4122.94, 500.00
14484008.00, 4233.07, 500.00
14492012.00, 4122.94, 500.00
14500020.00, 4245.75, 500.00
14508028.00, 4120.88, 500.00
14516036.00, 4245.75, 500.00
14524044.00, 4120.88, 500.00
14532052.00, 4245.75, 500.00
14540060.00, 4245.75, 500.00
14548072.00, 4118.82, 500.00
14556076.00, 4247.88, 500.00
14564084.00, 4245.75, 500.00
14572116.00, 4233.07, 500.00
14580120.00, 4122.94, 500.00
14588128.00, 4120.88, 500.00
14596132.00, 4122.94, 500.00
14604140.00, 4120.88, 500.00
14612152.00, 4118.82, 500.00
14620160.00, 4120.88, 500.00
14628168.00, 3996.00, 500.00
14636176.00, 4120.88, 500.00
14644184.00, 3996.00, 500.00
14652192.00, 4120.88, 500.00
14660196.00, 4122.94, 500.00
14668204.00, 4120.88, 500.00
14676212.00, 4245.75, 500.00
14684220.00, 4120.88, 500.00
14692228.00, 4245.75, 500.00
14700232.00, 4122.94, 500.00
14708240.00, 4245.75, 500.00
14716248.00, 4245.75, 500.00
14724256.00, 4245.75, 500.00
14732260.00, 4247.88, 500.00
14740272.00, 4243.63, 500.00
14748276.00, 4122.94, 500.00
14756284.00, 4245.75, 500.00
14764292.00, 4245.75, 500.00
14772300.00, 4120.88, 500.00
14780316.00, 4241.52, 500.00
14788328.00, 4118.82, 500.00
14796340.00, 4118.82, 500.00
14804348.00, 4120.88, 500.00
14812360.00, 4118.82, 500.00
14820388.00, 4110.61, 500.00
14828392.00, 3998.00, 500.00
14836404.00, 4118.82, 500.00
14844416.00, 4118.82, 500.00
14852424.00, 4120.88, 500.00
14860432.00, 4245.75, 500.00
14868436.00, 4122.94, 500.00
14876448.00, 4243.63, 500.00
14884452.00, 4247.88, 500.00
14892460.00, 4120.88, 500.00
14900464.00, 4247.88, 500.00
14908484.00, 4239.40, 500.00
14916492.00, 4245.75, 500.00
14924500.00, 4245.75, 500.00
15927452.00, 4163.71, -500.00
15935464.00, 4118.82, -500.00
15943468.00, 3998.00, -500.00
15951472.00, 3373.31, -500.00
15959484.00, 1747.38, -500.00
15967492.00, 0.00, -500.00
15975496.00, -999.50, -500.00
15983508.00, -1248.13, -500.00
15991516.00, -1623.38, -500.00
15999524.00, -1998.00, -500.00
16007532.00, -2247.75, -500.00
16015540.00, -2372.63, -500.00
16023544.00, -2498.75, -500.00
16031572.00, -2615.84, -500.00
16039584.00, -2496.26, -500.00
16047592.00, -2622.38, -500.00
16055604.00, -2745.88, -500.00
16063612.00, -2747.25, -500.00
16071620.00, -2747.25, -500.00
16079628.00, -2747.25, -500.00
16087636.00, -2997.00, -500.00
16095644.00, -2872.13, -500.00
16103652.00, -2997.00, -500.00
16111660.00, -3121.88, -500.00
16119668.00, -3121.88, -500.00
16127676.00, -3121.88, -500.00
16135680.00, -3123.44, -500.00
16143692.00, -3120.32, -500.00
16151700.00, -3246.75, -500.00
16159708.00, -3246.75, -500.00
16167716.00, -3371.63, -500.00
16175728.00, -3369.94, -500.00
16183736.00, -3371.63, -500.00
16191744.00, -3371.63, -500.00
16199764.00, -3491.27, -500.00
16207768.00, -3373.31, -500.00
16215780.00, -3494.76, -500.00
16223788.00, -3496.50, -500.00
16231796.00, -3371.63, -500.00
16239804.00, -3496.50, -500.00
16247820.00, -3493.01, -500.00
16255828.00, -3496.50, -500.00
16263840.00, -3494.76, -500.00
16271848.00, -3621.38, -500.00
16279856.00, -3621.38, -500.00
16287864.00, -3621.38, -500.00
16295872.00, -3746.25, -500.00
16303880.00, -3746.25, -500.00
16311888.00, -3746.25, -500.00
16319912.00, -3863.41, -500.00
16327920.00, -3746.25, -500.00
16335932.00, -3869.20, -500.00
16343936.00, -3873.06, -500.00
16351944.00, -3871.13, -500.00
16359948.00, -3873.06, -500.00
16367956.00, -3871.13, -500.00
16375988.00, -3859.56, -500.00
16384032.00, -3729.49, -500.00
16392036.00, -3998.00, -500.00
16400044.00, -3871.13, -500.00
16408052.00, -3871.13, -500.00
16416064.00, -3869.20, -500.00
16424072.00, -3996.00, -500.00
16432084.00, -3869.20, -500.00
16440092.00, -3871.13, -500.00
16448128.00, -3857.64, -500.00
16456132.00, -3748.13, -500.00
16464136.00, -3873.06, -500.00
16472144.00, -3871.13, -500.00
16480156.00, -3869.20, -500.00
16488164.00, -3996.00, -500.00
16496176.00, -3994.01, -500.00
16504184.00, -3996.00, -500.00
16512196.00, -3994.01, -500.00
16520204.00, -3996.00, -500.00
16528216.00, -4118.82, -500.00
16536236.00, -4114.71, -500.00
16544240.00, -4122.94, -500.00
16552244.00, -3998.00, -500.00
16560248.00, -4122.94, -500.00
16568260.00, -4118.82, -500.00
16576272.00, -3994.01, -500.00
16584284.00, -4118.82, -500.00
16592292.00, -4120.88, -500.00
16600300.00, -3996.00, -500.00
16608304.00, -4122.94, -500.00
16616312.00, -4120.88, -500.00
16624320.00, -3996.00, -500.00
16632332.00, -4118.82, -500.00
16640344.00, -3994.01, -500.00
16648348.00, -3998.00, -500.00
16656356.00, -3871.13, -500.00
16664360.00, -3998.00, -500.00
16672364.00, -3998.00, -500.00
16680372.00, -3996.00, -500.00
16688376.00, -4122.94, -500.00
16696400.00, -4112.66, -500.00
16704408.00, -4120.88, -500.00
16712412.00, -4122.94, -500.00
16720420.00, -4120.88, -500.00
16728456.00, -4230.96, -500.00
16736468.00, -4118.82, -500.00
16744476.00, -4245.75, -500.00
16752480.00, -4122.94, -500.00
16760488.00, -4120.88, -500.00
16768520.00, -4233.07, -500.00
16776536.00, -4116.77, -500.00
16784544.00, -4120.88, -500.00
16792552.00, -4120.88, -500.00
16800556.00, -4122.94, -500.00
16808564.00, -4120.88, -500.00
16816568.00, -4122.94, -500.00
16824576.00, -4120.88, -500.00
16832584.00, -4120.88, -500.00
16840592.00, -3996.00, -500.00
16848596.00, -3998.00, -500.00
16856632.00, -4106.52, -500.00
16864644.00, -3994.01, -500.00
16872652.00, -4120.88, -500.00
16880664.00, -4118.82, -500.00
16888672.00, -4120.88, -500.00
16896700.00, -4235.18, -500.00
16904708.00, -4120.88, -500.00
16912712.00, -4247.88, -500.00
16920716.00, -4122.94, -500.00
16928720.00, -4247.88, -500.00
16936728.00, -4245.75, -500.00
16944732.00, -4247.88, -500.00
16952744.00, -4118.82, -500.00
16960752.00, -4245.75, -500.00
16968760.00, -4120.88, -500.00
16976764.00, -4122.94, -500.00
16984768.00, -4247.88, -500.00
16992776.00, -4120.88, -500.00
17000780.00, -4247.88, -500.00
17008784.00, -4122.94, -500.00
17016796.00, -4243.63, -500.00
17024808.00, -3994.01, -500.00
17032816.00, -4120.88, -500.00
17040852.00, -4106.52, -500.00
17048864.00, -3994.01, -500.00
17056876.00, -3994.01, -500.00
17064884.00, -4120.88, -500.00
17072896.00, -4118.82, -500.00
17080900.00, -4122.94, -500.00
17088904.00, -4247.88, -500.00
17096912.00, -4245.75, -500.00
17104940.00, -4235.18, -500.00
17112944.00, -4122.94, -500.00
17120956.00, -4243.63, -500.00
17128968.00, -4243.63, -500.00
17136976.00, -4245.75, -500.00
17144984.00, -4245.75, -500.00
17152992.00, -4120.88, -500.00
17161004.00, -4243.63, -500.00
17169012.00, -4120.88, -500.00
17177020.00, -4245.75, -500.00
17185024.00, -4247.88, -500.00
17193028.00, -4122.94, -500.00
17201036.00, -4245.75, -500.00
17209044.00, -4120.88, -500.00
17217076.00, -4233.07, -500.00
17225084.00, -3996.00, -500.00
17233088.00, -4122.94, -500.00
17241104.00, -3992.02, -500.00
17249108.00, -4122.94, -500.00
17257120.00, -4118.82, -500.00
17265132.00, -4118.82, -500.00
17273140.00, -4120.88, -500.00
17281152.00, -4243.63, -500.00
17289156.00, -4247.88, -500.00
17297160.00, -4247.88, -500.00
17305172.00, -4243.63, -500.00
17313200.00, -4235.18, -500.00
17321216.00, -4241.52, -500.00
17329228.00, -4118.82, -500.00
17337232.00, -4247.88, -500.00
17345236.00, -4247.88, -500.00
17353244.00, -4120.88, -500.00
17361256.00, -4243.63, -500.00
17369288.00, -4233.07, -500.00
17377296.00, -4120.88, -500.00
17385304.00, -4245.75, -500.00
17393332.00, -4235.18, -500.00
17401336.00, -4122.94, -500.00
17409348.00, -4118.82, -500.00
17417356.00, -4120.88, -500.00
17425364.00, -3996.00, -500.00
17433384.00, -4114.71, -500.00
17441392.00, -3996.00, -500.00
17449396.00, -4122.94, -500.00
17457404.00, -4120.88, -500.00
17465412.00, -4245.75, -500.00
17473416.00, -4247.88, -500.00
17481424.00, -4245.75, -500.00
17489432.00, -4245.75, -500.00
17497440.00, -4245.75, -500.00
17505444.00, -4247.88, -500.00
17513452.00, -4245.75, -500.00
17521460.00, -4245.75, -500.00
17529468.00, -4120.88, -500.00
17537472.00, -4247.88, -500.00
17545480.00, -4245.75, -500.00
17553516.00, -4230.96, -500.00
17561520.00, -4122.94, -500.00
17569528.00, -4245.75, -500.00
17577540.00, -4243.63, -500.00
18582676.00, -4177.54, 0.00
18590684.00, -3996.00, 0.00
18598692.00, -4120.88, 0.00
18606696.00, -3998.00, 0.00
18614708.00, -4118.82, 0.00
18622716.00, -3996.00, 0.00
18630724.00, -4120.88, 0.00
18638732.00, -3996.00, 0.00
18646736.00, -3998.00, 0.00
18654764.00, -3861.48, 0.00
18662772.00, -3746.25, 0.00
18670780.00, -3621.38, 0.00
18678792.00, -3619.57, 0.00
18686800.00, -3496.50, 0.00
18694808.00, -3371.63, 0.00
18702816.00, -3371.63, 0.00
18710820.00, -3248.38, 0.00
18718832.00, -3120.32, 0.00
18726836.00, -3248.38, 0.00
18734840.00, -2998.50, 0.00
18742848.00, -2997.00, 0.00
18750856.00, -2997.00, 0.00
18758868.00, -2745.88, 0.00
18766872.00, -2748.63, 0.00
18774876.00, -2748.63, 0.00
18782884.00, -2622.38, 0.00
18790916.00, -2614.54, 0.00
18798948.00, -2490.04, 0.00
18806956.00, -2372.63, 0.00
18814964.00, -2372.63, 0.00
18822972.00, -2372.63, 0.00
18830980.00, -2372.63, 0.00
18838988.00, -2247.75, 0.00
18846996.00, -2247.75, 0.00
18855000.00, -2123.94, 0.00
18863004.00, -2248.88, 0.00
18871012.00, -2122.88, 0.00
18879020.00, -1998.00, 0.00
18887040.00, -2119.70, 0.00
18895048.00, -1873.13, 0.00
18903056.00, -1998.00, 0.00
18911068.00, -1872.19, 0.00
18919076.00, -1873.13, 0.00
18927088.00, -1747.38, 0.00
18935092.00, -1624.19, 0.00
18943100.00, -1623.38, 0.00
18951108.00, -1623.38, 0.00
18959116.00, -1498.50, 0.00
18967124.00, -1498.50, 0.00
18975132.00, -1498.50, 0.00
18983140.00, -1373.63, 0.00
18991148.00, -1248.75, 0.00
18999152.00, -1374.31, 0.00
19007160.00, -1123.88, 0.00
19015164.00, -1249.38, 0.00
19023172.00, -1123.88, 0.00
19031180.00, -999.00, 0.00
19039188.00, -1123.88, 0.00
19047200.00, -998.50, 0.00
19055204.00, -874.56, 0.00
19063208.00, -874.56, 0.00
19071216.00, -874.13, 0.00
19079224.00, -749.25, 0.00
19087236.00, -748.88, 0.00
19095272.00, -746.64, 0.00
19103280.00, -624.38, 0.00
19111288.00, -624.38, 0.00
19119296.00, -499.50, 0.00
19127312.00, -499.00, 0.00
19135316.00, -499.75, 0.00
19143324.00, -499.50, 0.00
19151328.00, -374.81, 0.00
19159336.00, -374.63, 0.00
19167340.00, -374.81, 0.00
19175348.00, -249.75, 0.00
19183352.00, -249.88, 0.00
19191360.00, -124.88, 0.00
19199364.00, -124.94, 0.00
19207372.00, -124.88, 0.00
19215380.00, -124.88, 0.00
19223388.00, 0.00, 0.00
19231400.00, 0.00, 0.00
19239408.00, 0.00, 0.00
19247420.00, 124.81, 0.00
19255424.00, 0.00, 0.00
19263432.00, 0.00, 0.00
19271440.00, 0.00, 0.00
19279448.00, 0.00, 0.00
19287456.00, 0.00, 0.00
19295464.00, 0.00, 0.00
19303472.00, 0.00, 0.00
19311480.00, 0.00, 0.00
19319488.00, 0.00, 0.00
19327496.00, 0.00, 0.00
19335500.00, 0.00, 0.00
19343508.00, 0.00, 0.00
19351520.00, 0.00, 0.00
19359528.00, 0.00, 0.00
19367536.00, 0.00, 0.00
19375544.00, 0.00, 0.00
19383556.00, 0.00, 0.00
19391564.00, 0.00, 0.00
19399576.00, 0.00, 0.00
19407584.00, 0.00, 0.00
19415592.00, 0.00, 0.00
19423600.00, 0.00, 0.00
19431612.00, 0.00, 0.00
19439628.00, 0.00, 0.00
19447636.00, 0.00, 0.00
19455648.00, 0.00, 0.00
19463656.00, 0.00, 0.00
19471664.00, 0.00, 0.00
19479672.00, 0.00, 0.00
19487676.00, 0.00, 0.00
19495688.00, 0.00, 0.00
19503696.00, 0.00, 0.00
19511704.00, 0.00, 0.00
19519712.00, 0.00, 0.00
19527724.00, 0.00, 0.00
19535732.00, 0.00, 0.00
19543740.00, 0.00, 0.00
19551748.00, 0.00, 0.00
19559752.00, 0.00, 0.00
19567760.00, 0.00, 0.00
19575764.00, 0.00, 0.00
19583776.00, 0.00, 0.00
19591784.00, 0.00, 0.00
19599792.00, 0.00, 0.00
19607804.00, 0.00, 0.00
19615812.00, 0.00, 0.00
19623824.00, 0.00, 0.00
19631832.00, 0.00, 0.00
19639840.00, 0.00, 0.00
19647852.00, 0.00, 0.00
19655860.00, 0.00, 0.00
19663876.00, 0.00, 0.00
19671884.00, 0.00, 0.00
19679892.00, 0.00, 0.00
19687900.00, 0.00, 0.00
19695908.00, 0.00, 0.00
19703920.00, 0.00, 0.00
19711928.00, 0.00, 0.00
19719940.00, 0.00, 0.00
19727948.00, 0.00, 0.00
19735956.00, 0.00, 0.00
19743964.00, 0.00, 0.00
19751972.00, 0.00, 0.00
19759984.00, 0.00, 0.00
19767992.00, 0.00, 0.00
19776000.00, 0.00, 0.00
19784008.00, 0.00, 0.00
19792016.00, 0.00, 0.00
19800024.00, 0.00, 0.00
19808032.00, 0.00, 0.00
19816040.00, 0.00, 0.00
19824048.00, 0.00, 0.00
19832056.00, 0.00, 0.00
19840064.00, 0.00, 0.00
19848072.00, 0.00, 0.00
19856080.00, 0.00, 0.00
19864084.00, 0.00, 0.00
19872092.00, 0.00, 0.00
19880100.00, 0.00, 0.00
19888108.00, 0.00, 0.00
19896116.00, 0.00, 0.00
19904124.00, 0.00, 0.00
19912132.00, 0.00, 0.00
19920144.00, 0.00, 0.00
19928152.00, 0.00, 0.00
19936160.00, 0.00, 0.00
19944168.00, 0.00, 0.00
19952176.00, 0.00, 0.00
19960184.00, 0.00, 0.00
19968196.00, 0.00, 0.00
19976208.00, 0.00, 0.00
19984220.00, 0.00, 0.00
19992228.00, 0.00, 0.00
20000236.00, 0.00, 0.00
20008240.00, 0.00, 0.00
20016248.00, 0.00, 0.00
20024260.00, 0.00, 0.00
20032268.00, 0.00, 0.00
20040272.00, 0.00, 0.00
20048280.00, 0.00, 0.00
20056288.00, 0.00, 0.00
20064300.00, 0.00, 0.00
20072308.00, 0.00, 0.00
20080316.00, 0.00, 0.00
20088324.00, 0.00, 0.00
20096332.00, 0.00, 0.00
20104340.00, 0.00, 0.00
20112348.00, 0.00, 0.00
20120356.00, 0.00, 0.00
20128364.00, 0.00, 0.00
20136372.00, 0.00, 0.00
20144380.00, 0.00, 0.00
20152388.00, 0.00, 0.00
20160400.00, 0.00, 0.00
20168404.00, 0.00, 0.00
20176412.00, 0.00, 0.00
20184420.00, 0.00, 0.00
20192428.00, 0.00, 0.00
20200440.00, 0.00, 0.00
20208448.00, 0.00, 0.00
20216456.00, 0.00, 0.00
20224464.00, 0.00, 0.00
20232472.00, 0.00, 0.00
20240480.00, 0.00, 0.00
20248488.00, 0.00, 0.00
20256496.00, 0.00, 0.00
20264504.00, 0.00, 0.00
20272516.00, 0.00, 0.00
20280524.00, 0.00, 0.00
20288532.00, 0.00, 0.00
20296540.00, 0.00, 0.00
20304548.00, 0.00, 0.00
20312560.00, 0.00, 0.00
20320568.00, 0.00, 0.00
20328576.00, 0.00, 0.00
20336588.00, 0.00, 0.00
20344596.00, 0.00, 0.00
20352604.00, 0.00, 0.00
20360612.00, 0.00, 0.00
20368620.00, 0.00, 0.00
20376628.00, 0.00, 0.00
20384632.00, 0.00, 0.00
20392644.00, 0.00, 0.00
20400652.00, 0.00, 0.00
20408660.00, 0.00, 0.00
20416668.00, 0.00, 0.00
20424676.00, 0.00, 0.00
20432684.00, 0.00, 0.00
20440692.00, 0.00, 0.00
20448704.00, 0.00, 0.00
20456712.00, 0.00, 0.00
20464724.00, 0.00, 0.00
20472732.00, 0.00, 0.00
20480744.00, 0.00, 0.00
20488756.00, 0.00, 0.00
20496760.00, 0.00, 0.00
20504768.00, 0.00, 0.00
20512784.00, 0.00, 0.00
20520792.00, 0.00, 0.00
20528796.00, 0.00, 0.00
20536804.00, 0.00, 0.00
20544812.00, 0.00, 0.00
20552820.00, 0.00, 0.00
20560828.00, 0.00, 0.00
20568832.00, 0.00, 0.00
20576840.00, 0.00, 0.00
20584848.00, 0.00, 0.00
20592856.00, 0.00, 0.00
20600860.00, 0.00, 0.00
20608872.00, 0.00, 0.00
20616876.00, 0.00, 0.00
20624884.00, 0.00, 0.00
20632892.00, 0.00, 0.00
20640900.00, 0.00, 0.00
20648908.00, 0.00, 0.00
20656916.00, 0.00, 0.00
20664924.00, 0.00, 0.00
20672932.00, 0.00, 0.00
20680940.00, 0.00, 0.00
20688948.00, 0.00, 0.00
20696956.00, 0.00, 0.00
20704964.00, 0.00, 0.00
20712972.00, 0.00, 0.00
20720980.00, 0.00, 0.00
20728988.00, 0.00, 0.00
20736996.00, 0.00, 0.00
20745004.00, 0.00, 0.00
20753008.00, 0.00, 0.00
20761016.00, 0.00, 0.00
20769028.00, 0.00, 0.00
20777036.00, 0.00, 0.00
20785044.00, 0.00, 0.00
20793052.00, 0.00, 0.00
20801060.00, 0.00, 0.00
20809068.00, 0.00, 0.00
20817076.00, 0.00, 0.00
20825084.00, 0.00, 0.00
20833092.00, 0.00, 0.00
20841100.00, 0.00, 0.00
20849108.00, 0.00, 0.00
20857116.00, 0.00, 0.00
20865124.00, 0.00, 0.00
