time (us), tick speed, set point
20873132.00, 0.00, 0.00
20881140.00, 0.00, 0.00
20889148.00, 0.00, 0.00
20897156.00, 0.00, 0.00
20905164.00, 0.00, 0.00
20913172.00, 0.00, 0.00
20921176.00, 0.00, 0.00
20929184.00, 0.00, 0.00
20937192.00, 0.00, 0.00
20945204.00, 0.00, 0.00
20953212.00, 0.00, 0.00
20961220.00, 0.00, 0.00
20969228.00, 0.00, 0.00
20977236.00, 0.00, 0.00
20985244.00, 0.00, 0.00
20993252.00, 0.00, 0.00
21001260.00, 0.00, 0.00
21009268.00, 0.00, 0.00
21017276.00, 0.00, 0.00
21025284.00, 0.00, 0.00
21033288.00, 0.00, 0.00
21041296.00, 0.00, 0.00
21049304.00, 0.00, 0.00
21057312.00, 0.00, 0.00
21065320.00, 0.00, 0.00
21073328.00, 0.00, 0.00
21081336.00, 0.00, 0.00
21089344.00, 0.00, 0.00
21097352.00, 0.00, 0.00
21105360.00, 0.00, 0.00
21113368.00, 0.00, 0.00
21121376.00, 0.00, 0.00
21129384.00, 0.00, 0.00
21137392.00, 0.00, 0.00
21145400.00, 0.00, 0.00
21153408.00, 0.00, 0.00
21161416.00, 0.00, 0.00
21169424.00, 0.00, 0.00
21177432.00, 0.00, 0.00
21185444.00, 0.00, 0.00
21193448.00, 0.00, 0.00
21201456.00, 0.00, 0.00
21209464.00, 0.00, 0.00
21217472.00, 0.00, 0.00
21225488.00, 0.00, 0.00
21233496.00, 0.00, 0.00
21241504.00, 0.00, 0.00
21249512.00, 0.00, 0.00
21257520.00, 0.00, 0.00
21265528.00, 0.00, 0.00
21273540.00, 0.00, 0.00
21281548.00, 0.00, 0.00
21289556.00, 0.00, 0.00
21297564.00, 0.00, 0.00
21305572.00, 0.00, 0.00
21313580.00, 0.00, 0.00
21321592.00, 0.00, 0.00
21329596.00, 0.00, 0.00
21337604.00, 0.00, 0.00
21345612.00, 0.00, 0.00
21353620.00, 0.00, 0.00
21361628.00, 0.00, 0.00
21369636.00, 0.00, 0.00
21377644.00, 0.00, 0.00
21385648.00, 0.00, 0.00
21393656.00, 0.00, 0.00
21401664.00, 0.00, 0.00
21409672.00, 0.00, 0.00
21417680.00, 0.00, 0.00
21425688.00, 0.00, 0.00
21433696.00, 0.00, 0.00
21441704.00, 0.00, 0.00
21449712.00, 0.00, 0.00
21457720.00, 0.00, 0.00
21465728.00, 0.00, 0.00
21473736.00, 0.00, 0.00
21481744.00, 0.00, 0.00
21489752.00, 0.00, 0.00
21497764.00, 0.00, 0.00
21505768.00, 0.00, 0.00
21513776.00, 0.00, 0.00
21521784.00, 0.00, 0.00
21529792.00, 0.00, 0.00
21537808.00, 0.00, 0.00
21545816.00, 0.00, 0.00
21553820.00, 0.00, 0.00
21561828.00, 0.00, 0.00
21569840.00, 0.00, 0.00
21577848.00, 0.00, 0.00
21585856.00, 0.00, 0.00
21593864.00, 0.00, 0.00
21601872.00, 0.00, 0.00
21609880.00, 0.00, 0.00
21617888.00, 0.00, 0.00
21625896.00, 0.00, 0.00
21633908.00, 0.00, 0.00
21641916.00, 0.00, 0.00
21649924.00, 0.00, 0.00
21657928.00, 0.00, 0.00
21665936.00, 0.00, 0.00
21673948.00, 0.00, 0.00
21681952.00, 0.00, 0.00
21689960.00, 0.00, 0.00
21697968.00, 0.00, 0.00
21705976.00, 0.00, 0.00
21713988.00, 0.00, 0.00
21721996.00, 0.00, 0.00
21730004.00, 0.00, 0.00
21738008.00, 0.00, 0.00
22742168.00, 0.00, 700.00
22750176.00, 0.00, 700.00
22758184.00, 0.00, 700.00
22766188.00, 249.88, 700.00
22774192.00, 1249.38, 700.00
22782204.00, 1997.00, 700.00
22790208.00, 2748.63, 700.00
22798216.00, 3121.88, 700.00
22806220.00, 3248.38, 700.00
22814244.00, 3489.53, 700.00
22822252.00, 3496.50, 700.00
22830260.00, 3621.38, 700.00
22838264.00, 3873.06, 700.00
22846272.00, 3746.25, 700.00
22854276.00, 3873.06, 700.00
22862284.00, 3996.00, 700.00
22870300.00, 3992.02, 700.00
22878304.00, 3998.00, 700.00
22886312.00, 3996.00, 700.00
22894324.00, 4118.82, 700.00
22902332.00, 4120.88, 700.00
22910360.00, 4110.61, 700.00
22918368.00, 4120.88, 700.00
22926372.00, 4122.94, 700.00
22934384.00, 4243.63, 700.00
22942396.00, 4368.45, 700.00
22950404.00, 4370.63, 700.00
22958412.00, 4370.63, 700.00
22966416.00, 4497.75, 700.00
22974428.00, 4493.26, 700.00
22982436.00, 4620.38, 700.00
22990472.00, 4604.28, 700.00
22998480.00, 4495.50, 700.00
23006492.00, 4742.89, 700.00
23014500.00, 4620.38, 700.00
23022536.00, 4604.28, 700.00
23030544.00, 4745.25, 700.00
23038556.00, 4742.89, 700.00
23046592.00, 4853.16, 700.00
23054600.00, 4745.25, 700.00
23062604.00, 4747.63, 700.00
23070612.00, 4745.25, 700.00
23078620.00, 4745.25, 700.00
23086628.00, 4620.38, 700.00
23094636.00, 4620.38, 700.00
23102648.00, 4742.89, 700.00
23110684.00, 4728.72, 700.00
23118692.00, 4745.25, 700.00
23126716.00, 4860.42, 700.00
23134732.00, 4865.27, 700.00
23142740.00, 4870.13, 700.00
23150744.00, 4872.56, 700.00
23158780.00, 4977.60, 700.00
23166788.00, 4870.13, 700.00
23174796.00, 4995.00, 700.00
23182804.00, 4995.00, 700.00
23190808.00, 4997.50, 700.00
23198832.00, 4985.04, 700.00
23206848.00, 4990.02, 700.00
23214856.00, 4995.00, 700.00
23222864.00, 4995.00, 700.00
23230876.00, 4867.70, 700.00
23238880.00, 4997.50, 700.00
23246884.00, 4872.56, 700.00
23254912.00, 4858.00, 700.00
23262920.00, 4745.25, 700.00
23270928.00, 4870.13, 700.00
23278936.00, 4995.00, 700.00
23286948.00, 4867.70, 700.00
23294952.00, 4997.50, 700.00
23302960.00, 5119.88, 700.00
23310964.00, 4997.50, 700.00
23318972.00, 4995.00, 700.00
23326976.00, 5122.44, 700.00
23334984.00, 5119.88, 700.00
23342996.00, 5117.32, 700.00
23351016.00, 5112.22, 700.00
23359024.00, 4995.00, 700.00
23367032.00, 5119.88, 700.00
23375048.00, 5114.77, 700.00
23383052.00, 4997.50, 700.00
23391060.00, 4995.00, 700.00
23399072.00, 4992.51, 700.00
23407080.00, 4995.00, 700.00
23415088.00, 4870.13, 700.00
23423096.00, 4870.13, 700.00
23431108.00, 4992.51, 700.00
23439140.00, 4980.08, 700.00
23447148.00, 4995.00, 700.00
23455160.00, 4992.51, 700.00
23463168.00, 5119.88, 700.00
23471176.00, 5119.88, 700.00
23479184.00, 4995.00, 700.00
23487196.00, 5117.32, 700.00
23495200.00, 5122.44, 700.00
23503208.00, 5119.88, 700.00
23511228.00, 5112.22, 700.00
23519260.00, 5104.58, 700.00
23527264.00, 5122.44, 700.00
23535272.00, 5119.88, 700.00
23543280.00, 5119.88, 700.00
23551284.00, 4997.50, 700.00
23559292.00, 4995.00, 700.00
23567300.00, 4995.00, 700.00
23575312.00, 4992.51, 700.00
23583316.00, 4872.56, 700.00
23591320.00, 4997.50, 700.00
23599328.00, 4995.00, 700.00
23607332.00, 4997.50, 700.00
23615336.00, 5122.44, 700.00
23623360.00, 5109.67, 700.00
23631396.00, 5102.04, 700.00
23639404.00, 4995.00, 700.00
23647408.00, 5122.44, 700.00
23655416.00, 5119.88, 700.00
23663424.00, 5119.88, 700.00
23671432.00, 5119.88, 700.00
23679436.00, 5122.44, 700.00
23687440.00, 5122.44, 700.00
23695444.00, 5122.44, 700.00
23703452.00, 5119.88, 700.00
23711460.00, 5119.88, 700.00
23719468.00, 4995.00, 700.00
23727480.00, 4992.51, 700.00
23735488.00, 4995.00, 700.00
23743520.00, 4980.08, 700.00
23751532.00, 4992.51, 700.00
23759536.00, 4997.50, 700.00
23767548.00, 5117.32, 700.00
23775556.00, 5119.88, 700.00
23783568.00, 5117.32, 700.00
23791580.00, 5117.32, 700.00
23799604.00, 5109.67, 700.00
23807636.00, 5104.58, 700.00
23815644.00, 4995.00, 700.00
23823680.00, 5226.48, 700.00
23831692.00, 5117.32, 700.00
23839704.00, 5117.32, 700.00
23847712.00, 5119.88, 700.00
23855720.00, 5119.88, 700.00
23863728.00, 5119.88, 700.00
23871740.00, 5117.32, 700.00
23879752.00, 4992.51, 700.00
23887764.00, 4992.51, 700.00
23895772.00, 4870.13, 700.00
23903784.00, 4992.51, 700.00
23911816.00, 5104.58, 700.00
23919828.00, 4992.51, 700.00
23927836.00, 5119.88, 700.00
23935848.00, 5117.32, 700.00
23943852.00, 5122.44, 700.00
23951860.00, 5119.88, 700.00
23959872.00, 5117.32, 700.00
23967876.00, 5122.44, 700.00
23975880.00, 5122.44, 700.00
23983888.00, 5119.88, 700.00
23991924.00, 5226.48, 700.00
23999928.00, 5122.44, 700.00
24007940.00, 5117.32, 700.00
24015952.00, 5242.14, 700.00
24023956.00, 4997.50, 700.00
24031968.00, 5117.32, 700.00
24039976.00, 4995.00, 700.00
24047988.00, 4992.51, 700.00
24055996.00, 4995.00, 700.00
24064008.00, 4992.51, 700.00
24072012.00, 4997.50, 700.00
24080016.00, 5122.44, 700.00
24088020.00, 5122.44, 700.00
24096032.00, 5117.32, 700.00
24104068.00, 5226.48, 700.00
24112072.00, 5122.44, 700.00
24120080.00, 5119.88, 700.00
24128088.00, 5119.88, 700.00
24136092.00, 5122.44, 700.00
24144100.00, 5119.88, 700.00
24152108.00, 5244.76, 700.00
24160116.00, 5119.88, 700.00
24168128.00, 5242.14, 700.00
24176132.00, 5122.44, 700.00
24184160.00, 5107.12, 700.00
24192172.00, 4992.51, 700.00
24200176.00, 4997.50, 700.00
24208184.00, 4995.00, 700.00
24216220.00, 5102.04, 700.00
24224228.00, 4995.00, 700.00
24232240.00, 5117.32, 700.00
24240248.00, 5119.88, 700.00
24248260.00, 5117.32, 700.00
24256264.00, 5122.44, 700.00
24264296.00, 5229.08, 700.00
24272304.00, 5119.88, 700.00
24280308.00, 5122.44, 700.00
24288316.00, 5244.76, 700.00
24296324.00, 5119.88, 700.00
24304336.00, 5242.14, 700.00
24312344.00, 5119.88, 700.00
24320352.00, 5244.76, 700.00
24328360.00, 5119.88, 700.00
24336368.00, 5119.88, 700.00
24344372.00, 5122.44, 700.00
24352376.00, 4997.50, 700.00
24360384.00, 4995.00, 700.00
24368392.00, 4995.00, 700.00
24376404.00, 5117.32, 700.00
24384408.00, 4997.50, 700.00
24392420.00, 5117.32, 700.00
24400452.00, 5229.08, 700.00
24408460.00, 5119.88, 700.00
24416468.00, 5119.88, 700.00
24424476.00, 5244.76, 700.00
24432484.00, 5119.88, 700.00
24440488.00, 5122.44, 700.00
24448496.00, 5244.76, 700.00
24456500.00, 5122.44, 700.00
24464508.00, 5244.76, 700.00
24472516.00, 5119.88, 700.00
24480524.00, 5244.76, 700.00
24488536.00, 5117.32, 700.00
24496540.00, 5122.44, 700.00
24504544.00, 4997.50, 700.00
24512548.00, 4997.50, 700.00
24520560.00, 4992.51, 700.00
24528576.00, 5114.77, 700.00
24536584.00, 4995.00, 700.00
24544596.00, 5117.32, 700.00
24552604.00, 5119.88, 700.00
24560612.00, 5119.88, 700.00
24568648.00, 5226.48, 700.00
24576656.00, 5119.88, 700.00
24584668.00, 5117.32, 700.00
24592680.00, 5242.14, 700.00
24600688.00, 5119.88, 700.00
24608696.00, 5244.76, 700.00
24616704.00, 5119.88, 700.00
24624716.00, 5242.14, 700.00
24632720.00, 5247.38, 700.00
24640724.00, 5122.44, 700.00
24648736.00, 5117.32, 700.00
24656744.00, 5119.88, 700.00
24664752.00, 4995.00, 700.00
24672760.00, 4995.00, 700.00
24680768.00, 5119.88, 700.00
24688772.00, 4997.50, 700.00
24696780.00, 5119.88, 700.00
24704788.00, 5119.88, 700.00
24712800.00, 5117.32, 700.00
24720812.00, 5242.14, 700.00
24728820.00, 5119.88, 700.00
24736844.00, 5234.30, 700.00
24744852.00, 5119.88, 700.00
24752860.00, 5119.88, 700.00
24760868.00, 5244.76, 700.00
24768872.00, 5122.44, 700.00
24776880.00, 5244.76, 700.00
24784884.00, 5122.44, 700.00
24792892.00, 5244.76, 700.00
24800896.00, 5122.44, 700.00
24808920.00, 5109.67, 700.00
24816924.00, 4997.50, 700.00
24824928.00, 4997.50, 700.00
24832932.00, 4997.50, 700.00
24840940.00, 4995.00, 700.00
24848952.00, 5117.32, 700.00
24856960.00, 4995.00, 700.00
24864968.00, 5119.88, 700.00
24872976.00, 5119.88, 700.00
24881000.00, 5234.30, 700.00
24889004.00, 5122.44, 700.00
24897008.00, 5122.44, 700.00
24905016.00, 5119.88, 700.00
24913024.00, 5119.88, 700.00
24921036.00, 5117.32, 700.00
24929040.00, 5247.38, 700.00
24937052.00, 5117.32, 700.00
24945056.00, 5122.44, 700.00
24953064.00, 5244.76, 700.00
24961072.00, 5119.88, 700.00
24969080.00, 4995.00, 700.00
24977092.00, 4992.51, 700.00
24985104.00, 4992.51, 700.00
24993112.00, 4995.00, 700.00
25001124.00, 5117.32, 700.00
25009136.00, 4992.51, 700.00
25017140.00, 5122.44, 700.00
25025152.00, 5117.32, 700.00
25033164.00, 5242.14, 700.00
25041168.00, 5122.44, 700.00
25049172.00, 5122.44, 700.00
25057176.00, 5122.44, 700.00
25065212.00, 5226.48, 700.00
25073220.00, 5119.88, 700.00
25081228.00, 5119.88, 700.00
25089232.00, 5247.38, 700.00
25097240.00, 5119.88, 700.00
25105248.00, 5244.76, 700.00
25113256.00, 5119.88, 700.00
25121260.00, 5122.44, 700.00
25129264.00, 4997.50, 700.00
25137284.00, 5112.22, 700.00
25145288.00, 4997.50, 700.00
25153292.00, 4997.50, 700.00
25161296.00, 5122.44, 700.00
25169300.00, 5122.44, 700.00
25177312.00, 5117.32, 700.00
25185320.00, 5119.88, 700.00
25193324.00, 5247.38, 700.00
25201332.00, 5119.88, 700.00
25209356.00, 5234.30, 700.00
25217364.00, 5119.88, 700.00
25225376.00, 5117.32, 700.00
25233380.00, 5247.38, 700.00
25241408.00, 5231.69, 700.00
26246320.00, 5139.75, 0.00
26254328.00, 5119.88, 0.00
26262332.00, 5122.44, 0.00
26270356.00, 5109.67, 0.00
26278364.00, 4995.00, 0.00
26286372.00, 4995.00, 0.00
26294380.00, 4870.13, 0.00
26302392.00, 4867.70, 0.00
26310400.00, 4745.25, 0.00
26318412.00, 4742.89, 0.00
26326420.00, 4620.38, 0.00
26334428.00, 4620.38, 0.00
26342444.00, 4615.77, 0.00
26350452.00, 4370.63, 0.00
26358460.00, 4370.63, 0.00
26366464.00, 4247.88, 0.00
26374472.00, 4245.75, 0.00
26382504.00, 4108.57, 0.00
26390544.00, 3980.10, 0.00
26398552.00, 3871.13, 0.00
26406560.00, 3871.13, 0.00
26414568.00, 3746.25, 0.00
26422600.00, 3859.56, 0.00
26430608.00, 3621.38, 0.00
26438616.00, 3746.25, 0.00
26446624.00, 3746.25, 0.00
26454640.00, 3617.76, 0.00
26462648.00, 3496.50, 0.00
26470652.00, 3623.19, 0.00
26478656.00, 3373.31, 0.00
26486684.00, 3487.79, 0.00
26494692.00, 3246.75, 0.00
26502700.00, 3246.75, 0.00
26510708.00, 3246.75, 0.00
26518716.00, 3121.88, 0.00
26526732.00, 2994.01, 0.00
26534740.00, 2997.00, 0.00
26542748.00, 2997.00, 0.00
26550756.00, 2997.00, 0.00
26558768.00, 2870.69, 0.00
26566776.00, 2747.25, 0.00
26574784.00, 2747.25, 0.00
26582792.00, 2747.25, 0.00
26590812.00, 2618.45, 0.00
26598824.00, 2496.26, 0.00
26606832.00, 2497.50, 0.00
26614840.00, 2372.63, 0.00
26622848.00, 2372.63, 0.00
26630860.00, 2371.44, 0.00
26638868.00, 2247.75, 0.00
26646880.00, 2121.82, 0.00
26654888.00, 2122.88, 0.00
26662932.00, 2113.38, 0.00
26670944.00, 1997.00, 0.00
26678952.00, 1873.13, 0.00
26686988.00, 1991.04, 0.00
26695000.00, 1747.38, 0.00
26703012.00, 1872.19, 0.00
26711020.00, 1748.25, 0.00
26719028.00, 1623.38, 0.00
26727036.00, 1623.38, 0.00
26735044.00, 1623.38, 0.00
26743052.00, 1623.38, 0.00
26751076.00, 1495.51, 0.00
26759080.00, 1374.31, 0.00
26767084.00, 1499.25, 0.00
26775096.00, 1372.94, 0.00
26783108.00, 1248.13, 0.00
26791136.00, 1370.20, 0.00
26799144.00, 1123.88, 0.00
26807152.00, 1248.75, 0.00
26815160.00, 1123.88, 0.00
26823168.00, 999.00, 0.00
26831180.00, 998.50, 0.00
26839188.00, 999.00, 0.00
26847200.00, 873.69, 0.00
26855208.00, 874.13, 0.00
26863216.00, 874.13, 0.00
26871220.00, 749.63, 0.00
26879232.00, 748.88, 0.00
26887240.00, 749.25, 0.00
26895252.00, 624.06, 0.00
26903264.00, 624.06, 0.00
26911272.00, 499.50, 0.00
26919280.00, 499.50, 0.00
26927288.00, 499.50, 0.00
26935304.00, 374.25, 0.00
26943316.00, 374.44, 0.00
26951324.00, 374.63, 0.00
26959336.00, 249.63, 0.00
26967344.00, 249.75, 0.00
26975356.00, 249.63, 0.00
26983364.00, 124.88, 0.00
26991368.00, 124.94, 0.00
26999376.00, 124.88, 0.00
27007380.00, 0.00, 0.00
27015392.00, 0.00, 0.00
27023404.00, 0.00, 0.00
27031416.00, 0.00, 0.00
27039428.00, 0.00, 0.00
27047440.00, 0.00, 0.00
27055448.00, 0.00, 0.00
27063456.00, -124.88, 0.00
27071464.00, 0.00, 0.00
27079472.00, 0.00, 0.00
27087476.00, 0.00, 0.00
27095480.00, 0.00, 0.00
27103484.00, 0.00, 0.00
27111488.00, 0.00, 0.00
27119496.00, 0.00, 0.00
27127500.00, 0.00, 0.00
27135504.00, 0.00, 0.00
27143512.00, 0.00, 0.00
27151516.00, 0.00, 0.00
27159524.00, 0.00, 0.00
27167536.00, 0.00, 0.00
27175548.00, 0.00, 0.00
27183560.00, 0.00, 0.00
27191572.00, 0.00, 0.00
27199584.00, 0.00, 0.00
27207588.00, 0.00, 0.00
27215592.00, 0.00, 0.00
27223604.00, 0.00, 0.00
27231612.00, 0.00, 0.00
