time (us), tick speed, set point
left motor

29973424.00, -1123.88, 0.00
29981432.00, -999.00, 0.00
29989440.00, -999.00, 0.00
29997456.00, -998.00, 0.00
30005464.00, -874.13, 0.00
30013472.00, -874.13, 0.00
30021484.00, -748.88, 0.00
30029492.00, -874.13, 0.00
30037504.00, -748.88, 0.00
30045512.00, -624.38, 0.00
30053520.00, -624.38, 0.00
30061528.00, -624.38, 0.00
30069536.00, -624.38, 0.00
30077540.00, -499.75, 0.00
30085548.00, -374.63, 0.00
30093556.00, -499.50, 0.00
30101560.00, -374.81, 0.00
30109568.00, -374.63, 0.00
30117580.00, -249.63, 0.00
30125588.00, -249.75, 0.00
30133600.00, -249.63, 0.00
30141608.00, -124.88, 0.00
30149612.00, -124.94, 0.00
30157620.00, -124.88, 0.00
30165632.00, -124.81, 0.00
30173636.00, 0.00, 0.00
30181648.00, 0.00, 0.00
30189652.00, 0.00, 0.00
30197660.00, 0.00, 0.00
30205668.00, 0.00, 0.00
30213676.00, 0.00, 0.00
30221684.00, 0.00, 0.00
30229688.00, 0.00, 0.00
30237704.00, 0.00, 0.00
30245712.00, 0.00, 0.00
30253716.00, 0.00, 0.00
30261724.00, 0.00, 0.00
30269732.00, 0.00, 0.00
30277740.00, 0.00, 0.00
30285748.00, 0.00, 0.00
30293756.00, 0.00, 0.00
30301764.00, 0.00, 0.00
30309772.00, 0.00, 0.00
30317780.00, 0.00, 0.00
30325788.00, 0.00, 0.00
30333796.00, 0.00, 0.00
30341804.00, 0.00, 0.00
30349812.00, 0.00, 0.00
30357820.00, 0.00, 0.00
30365828.00, 0.00, 0.00
30373836.00, 0.00, 0.00
30381844.00, 0.00, 0.00
30389852.00, 0.00, 0.00
30397860.00, 0.00, 0.00
30405868.00, 0.00, 0.00
30413872.00, 0.00, 0.00
30421880.00, 0.00, 0.00
30429888.00, 0.00, 0.00
30437892.00, 0.00, 0.00
30445900.00, 0.00, 0.00
30453908.00, 0.00, 0.00
30461916.00, 0.00, 0.00
30469924.00, 0.00, 0.00
30477932.00, 0.00, 0.00
30485940.00, 0.00, 0.00
30493944.00, 0.00, 0.00
30501952.00, 0.00, 0.00
30509960.00, 0.00, 0.00
30517968.00, 0.00, 0.00
30525976.00, 0.00, 0.00
30533984.00, 0.00, 0.00
30541992.00, 0.00, 0.00
30550000.00, 0.00, 0.00
30558008.00, 0.00, 0.00
30566016.00, 0.00, 0.00
30574024.00, 0.00, 0.00
30582032.00, 0.00, 0.00
30590040.00, 0.00, 0.00
30598048.00, 0.00, 0.00
30606056.00, 0.00, 0.00
30614064.00, 0.00, 0.00
30622072.00, 0.00, 0.00
30630080.00, 0.00, 0.00
30638096.00, 0.00, 0.00
30646104.00, 0.00, 0.00
30654112.00, 0.00, 0.00
30662120.00, 0.00, 0.00
30670128.00, 0.00, 0.00
30678136.00, 0.00, 0.00
30686144.00, 0.00, 0.00
30694152.00, 0.00, 0.00
30702160.00, 0.00, 0.00
30710168.00, 0.00, 0.00
30718176.00, 0.00, 0.00
30726188.00, 0.00, 0.00
30734192.00, 0.00, 0.00
30742200.00, 0.00, 0.00
30750204.00, 0.00, 0.00
30758212.00, 0.00, 0.00
30766220.00, 0.00, 0.00
30774228.00, 0.00, 0.00
30782232.00, 0.00, 0.00
30790240.00, 0.00, 0.00
30798248.00, 0.00, 0.00
30806256.00, 0.00, 0.00
30814260.00, 0.00, 0.00
30822268.00, 0.00, 0.00
30830276.00, 0.00, 0.00
30838280.00, 0.00, 0.00
30846288.00, 0.00, 0.00
30854296.00, 0.00, 0.00
30862304.00, 0.00, 0.00
30870308.00, 0.00, 0.00
30878316.00, 0.00, 0.00
30886324.00, 0.00, 0.00
30894332.00, 0.00, 0.00
30902336.00, 0.00, 0.00
30910348.00, 0.00, 0.00
30918352.00, 0.00, 0.00
30926360.00, 0.00, 0.00
30934368.00, 0.00, 0.00
30942376.00, 0.00, 0.00
30950384.00, 0.00, 0.00
30958392.00, 0.00, 0.00
30966400.00, 0.00, 0.00
30974408.00, 0.00, 0.00
30982412.00, 0.00, 0.00
30990420.00, 0.00, 0.00
30998428.00, 0.00, 0.00
